dataset,image_id,model,generated_caption,reference_captions,question,answers
coco,32081,blip1,there is a woman that is playing tennis on the court,"['A woman holding a tennis racquet on a tennis court.', 'A woman on the tennis court playing tennis', 'there is a female tennis p;ayer that is about to serve the ball', 'A woman in a skirt preparing to hit a ball while playing tennis.', 'A woman swings her tennis racket while reaching upward.']",,
coco,492282,blip1,several people are riding horses down a cobblestone road,"['A man who is riding a horse down a brick street.', 'A couple of people who are on the back of a horse.', 'Oman and group of people on horseback moving down cement path', 'A group of people ride horses on a sidewalk adjacent to trees. ', 'People are riding horses next to the trees.']",,
coco,430073,blip1,there is a cow that is standing in the middle of the street,"['a cow walking on a city street near people ', 'A large, white cow walking through the streets of a small town', 'In the Asian market, one can find residents, tourists, and domestic animals. ', 'A white bull walks along the sidewalk near people.', 'an ox standing in a busy town area with people going about their normal business']",,
coco,228214,blip1,there is a man in uniform looking at his cell phone,"['A Marine that is looking at his cell phone.', 'A marine in uniform using a smart phone.', 'A full dressed marine is looking at his cell phone.', 'A man in uniform is looking at his phone.', 'A service man is looking at his cel phone.']",,
coco,509260,blip1,there is a television sitting in front of a bookshelf filled with books,"['A old television set is displaying an old computer game in front of two bookshelves.', 'a small television in front of a bookshelf', 'A t.v. with bunny ears in front of a book shelf', 'some books shelves a television and a table', 'A game is displayed on a television in a living room.']",,
coco,73946,blip1,there are two men standing next to each other holding a surfboard,"['A couple of men standing on either side of a surfboard.', 'some men are looking at a design of a shark', 'Two men fake biting a surfboard for a picture.', 'Two men biting a surfboard with a shark on it. ', 'TWO MEN IMITATING A SHARK PICTURE ON A SURFBOARD']",,
coco,269314,blip1,there is a cat that is sitting in a banana tree,"['A cat sitting on top of a banana tree.', 'a cat is way up in a tree', 'A small cat sitting in the top of a banana tree.', 'A cat sitting in a tree, staring at the camera.', 'A cat resting in the top of a palm tree on a clear day.']",,
coco,277005,blip1,there is a man riding a bike in front of a bus stop,"['A young man walking across a street at a crosswalk.', 'Several people walk out of a bus onto the street. ', 'A man crossing the street near a bus stop', 'Several people are leaving a bus station with a bus next to it as a person rides by on a bicycle', 'A man crossing the street in front of a bus stop.']",,
coco,157098,blip1,there are three giraffes that are standing in the grass together,"['Three giraffes standing up in a field eating leaves off of trees.', 'Two giraffes make contact while a third eats from a tree.', 'Three giraffes are in an enclosure with heads in the air.', ""Three giraffe's in a green grassy tree filled area."", 'Three giraffes on a green field with sand, rocks and trees']",,
coco,61333,blip1,there is a cat that is laying on a bed in a room,"['A orange and white cat sleeping on top of a blanket on a bed.', 'an image of a cat sitting on the bed with a blanket', 'The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.', 'A yellow cat is sitting on a green blanket.', 'Orange and white cat lying in front of bookcase.']",,
coco,420840,blip1,there is a little girl sitting in a high chair eating cake,"['A female toddler who just finished eating with a bow in her hair', 'A young toddler with food on her face sticking out her tongue. ', 'A little girl sitting at a table with food on her face', 'An adorable baby girl sitting at a table with food on her face.', 'A baby with food on her face and her tongue sticking out.']",,
coco,389933,blip1,there is a dog that is laying down on the couch,"['A dog sitting on a couch with its head cocked to the side.', 'A brown dog looking sad while laying on a couch. ', 'The dog is laying down on the couch in the room.', 'A dog is looking at the camera sadly.', 'An orange dog sitting on a couch or chair, looking at the camera.']",,
coco,309173,blip1,there is a red stop sign on a pole in front of a building,"['there is a red stop sign on this street', 'A stop sign in the middle of a city.', 'A stop sign on a pole on a street corner.', 'Red stop sign sitting on a pole in the middle of city street. ', 'A red and white traffic sign attached to a pole in a city.']",,
coco,460347,blip1,there is a bus that is driving down the street in the city,"['A bus traveling on a freeway next to other traffic.', 'A bus and other cars driving down a multi-laned street .', 'A white bus driving on a four lane road.', 'City bus next to traffic cones in the far right lane of a busy freeway.', 'A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars.']",,
coco,132703,blip1,there is a male skateboarder doing a trick on a railing,"['A man who is performing a trick on a skateboard.', 'A guy skateboarding on the bars of stairs.', 'A man riding a skateboard down a metal hand rail.', 'A guy doing tricks on his kate board', 'a man that is on a skateboard on a rail']",,
coco,433204,blip1,there is a man that is riding a motorcycle down the street,"['a person riding a motorcycle on a city road with a sky background', 'A man on a motor bike riding down the street.', 'A couple of people that are riding their motorcycle.', 'A man riding a motorcycle down a small paved road.', 'A person on a motorcycle traveling on a street near a group.']",,
coco,17115,blip1,there are two zebras standing next to each other behind a fence,"['Two zebras are standing together next to the fence.', 'The back end view of two zebras standing at a fence.', 'A couple of zebra standing next to each other on a field.', 'A rear view of two zebras with their heads up against a fence.', 'Two zebras that are standing in the grass.']",,
coco,533145,blip1,there is a person holding a wii remote in front of a television,"['A hand holding a Nintendo Wii game controller.', 'Someone holding a Wii remote towards a TV.', 'a person pointing a wii controller at a computer screen', 'A video game controller being pointed at a television.', 'A person holding a wii controller for video game.']",,
coco,451144,blip1,there are two people standing on top of a snow covered mountain,"['a couple of people on skis sit on top of a snowy hill ', 'Two skiers taking in the view of the mountain range on a cloudy day. ', 'The two people stand on the snow in skis. ', 'Two men are standing atop a snowy hill top.', 'Two skiers looking out at the view from a high cliff ']",,
coco,530457,blip1,orange tulips in a glass vase sitting on a tiled floor,"['A vase filled with red and orange flowers.', 'A clear vase holding drooping orange and red flowers.', 'PIcked peach flowers sit in a vase with water.', 'Some pretty flowers sitting on a hearth next to a fireplace. ', 'The flowers in the clear glass vase are starting to wilt.']",,
coco,180560,blip1,there are two women that are holding a cake with candles on it,"['Two women in a room with one of them holding a cake.', 'A lady holding a cake with candles on it while a lady near her is making gestures with her fingers.', 'One woman carrying a cake with candles and another woman in the background.', '2 women, one holding a cake, the other holding up her index finger', 'a person holding a small cake with candles']",,
coco,4495,blip1,this is an image of a living room with a couch and a chair,"['A living room with a couch and chair.', 'A television, couch and chair in the corner of a room.', 'A very simple living area with a chair, sofa and TV.', 'A corner of a living room with a TV in it.', 'a room with a tv and some different types of couches']",,
coco,337055,blip1,there is a woman sitting next to a suitcase on the train tracks,"['a woman with a tattoo is sitting on the train tracks', 'A womman sitting on railroad tracks with a suitcase beside her.', 'A woman wearing a skirt shows off her tatttoos', 'There is a woman sitting on the railroad tracks.', 'A woman is sitting with a suitcase on some train tracks.']",,
coco,17178,blip1,there are two horses walking down the street next to a car,"['Horses communing with each other on a shady street.', 'A few horses stand on the street next to a silver car.', 'a couple of horses standing in front of a car ', 'A silver sports car is parked beside horse droppings left by a group of horses.', 'horses stand around on a neighborhood street in front of a car']",,
coco,541664,blip1,this is an image of a computer keyboard with lego figures on it,"['A laptop computer sitting on top of a lego desk.', 'A group of lego figures standing on a and near a laptop.', 'A laptop sitting on plastic blocks with some toy people.', 'Leggo people positioned near and on a keyboard.', 'a number of lego toys near a laptop']",,
coco,39551,blip1,there is a woman that is playing tennis on the court,"['A woman that is standing on a tennis court with a racquet.', 'The tennis player wearing a purple outfit is about to hit the tennis ball. ', 'A lady wearing red playing tennis on a blue and green court.', 'A female tennis player prepares to swing at a tennis ball.', 'A female tennis player with ball in front of her, racket drawn back.']",,
coco,350122,blip1,there are many people waiting to board a train at the station,"['A busy bus station with ramp going downstairs.', 'A woman walking a bike down a walkway in a  train station.', 'Adult with bicycle on ramp of commuter railway platform.', 'Many people are waiting for a bus at the bus terminal.', 'A bunch of people in a building doing different things']",,
coco,292488,blip1,there is a woman that is taking a picture with her cell phone,"['Person in a parka taking pictures with a mobile phone camera.', 'A person in a parka looking at a phone.', 'A person wearing a heavy coat while holding up a cell phone.', 'A woman in a jacket with a hood looking at a cell phone .', 'A person I. A hood jacket capturing a photo using a flip phone ']",,
coco,475484,blip1,there is a yellow parking meter on the side of the road,"['There is a bright yellow parking meter on a red sidewalk', 'Something that looks like a parking meter painted yellow on a sidewalk.', 'A parking meter is decorated with a house.', 'A yellow parking meter on the side of the street.', 'A photograph of a highly decorated parking meter.']",,
coco,267537,blip1,black and white photograph of a group of women sitting on a bleachers,"['A black and white scene with two couples under umbrellas and rain jackets sitting at a stadium.', 'Black and white photograph of group sitting under umbrellas.', 'People sitting under umbrellas on bleachers with other spectators.', 'A group of people with a umbrella. ', 'A group of young women sitting next to each other under an umbrella.']",,
coco,64523,blip1,black and white photograph of a tennis team posing for a picture,"['A black and white photograph of a female tennis club.', 'An all female tennis team taking a group photo on a tennis court', 'A group of pretty young ladies standing on a tennis court.', 'A team of girl tennis players gather together at the net for a group picture.', 'Eleven girls in tennis outfits pose for a picture with their racquets on a tennis court.']",,
coco,78404,blip1,black and white photograph of two women sitting on a park bench,"['Three women sitting on a park bench next to each other.', 'A group of women sitting on a full bench.', '3 ladies sitting together on a bench in the park. ', 'A group of women sitting on a park bench', ""The bench's maximum weight capacity may be strained.""]",,
coco,185292,blip1,there is a man riding a surfboard on a wave in the ocean,"['A man riding a wave on top of a surfboard.', 'a person is on a surfboard in the water', 'A person riding a surfboard in the water.', 'A surfer looks tiny while surfing in the ocean.', 'a person riding a surf board on a body of water ']",,
coco,410934,blip1,there is a close up of a broccoli plant with green leaves,"['A broccoli plant has very large leaves. ', ""A broccoli plant growing in a garden is dwarfed by it's leaves."", 'Several green leaves grouped together as a plant. ', 'A bunch of green leaves on a broccoli plant.', 'A small broccoli plant is shown growing among pine needles.']",,
coco,213605,blip1,there is a bus that is driving down the street next to a building,"['A bus parked next to a white building with red trimming. ', 'a bus sits parked next to a building ', 'A city bus stopped by the side of the road for passengers', 'A congested road where different vehicles are running.', 'Van drives by a bus sitting at the curb']",,
coco,459467,blip1,there is a small airplane that is sitting on the tarmac,"['A small wheeled airplane on an open runway.', 'A small airplane is about to take off on the runway.', 'A small, single person aircraft sits on the runway.', 'A black plane taking off from an airport runway.', 'A grey and black plane on a runway with trees in the background.']",,
coco,526751,blip1,there is a boat that is sitting on the shore of the water,"['A boat sitting on top of a beach next to a body of water.', 'A boat is sitting in the sand near the water.', 'A boat out of the water on the shore with other boats in the background.', 'A small boat is beached on the shore.', 'A boat stowed up on the beaches on sand.']",,
coco,453634,blip1,"there is a small bathroom with a toilet, sink, and shower","[""A bathroom with a toilette with it's seat down."", 'A bathroom with a sink and a toilet', 'A fancy bathroom with a clean toilet and piping.', 'a bathroom with a toilet a sink and a shower', 'A bathroom scene with focus on the toilet.']",,
coco,569030,blip1,there is a fire hydrant sitting on the side of the street,"['A woman is standing at a crosswalk at a traffic intersection.', 'Girl sitting on a bench next to a fire hydrant that is being used.', 'A city crosswalk has a leaky fire hydrant on the street.', 'a hose hooked up to a fire hydrant on a busy street', 'A fire hydrant in a city has a hose attached. ']",,
coco,474021,blip1,there are two men playing a video game together in the living room,"['A couple of guys playing on the nintendo wii at a gathering. ', 'A group of guys are playing a game with the controllers.', 'Two men are standing while playing a video game.', 'Two men playing an interactive video game in a room with friends.', ' Playing Wii with the nunchuk never looked so good.']",,
coco,286553,blip1,there is a man and a woman sitting at a table with pizza,"['A copse of men sitting next to each other at a table.', 'two people sitting at a table posing for a photo', 'Two people sitting at a table with two pizzas.', 'A man and woman posing for a photo with pizza on the table they are sitting at.', 'a couple sitting at a table with a couple of pizzas ']",,
coco,410428,blip1,there are three sheep standing in a field of green grass,"['A herd of sheep are grazing in a green field.', 'Sheep are on a grassy field and one of them is a white and black baby.', 'The small herd of sheep are grazing on the grassy field. ', 'a group of sheep on a big grassy field full of sheep', 'Curious sheep on a large, well used pasture.']",,
coco,140556,blip1,three men in safety vests standing next to a yellow fire hydrant,"['these man are standing near a fire hydrant', 'A orange fire hydrant with a couple of men standing around it.', 'A group of men standing near a fire hydrant.', 'A group of men standing around a yellow fire hydrant.', 'some guys in green jackets standing around a fire hydrant ']",,
coco,63740,blip1,this is an image of a desk with two computer monitors and a keyboard,"['Two computers sitting on top of a desk.', 'A laptop computer and a desktop computer on a white desk', 'A desktop with two computers and fruit on it.', 'A lap top computer next to a computer monitor sitting on top of a desk.', 'a laptop computer a keyboard and two monitors']",,
coco,561465,blip1,there is a box of doughnuts and a plate of food on the table,"['Donuts in a box and a type of meat on a plate.', 'The table has meat and donuts sitting on it.', 'A close up picture of a table with some good food on it.', 'A box of doughnuts and some food on a plate.', 'Food on plates and a box of doughnuts. ']",,
coco,262440,blip1,"there is a bathroom with a sink, toilet, and bathtub in it","['A bathroom with a toilet, sink, bath tub, and a small cabinet.', 'a bath room with a bath tub a toilet and a sink', 'A bathroom with lighting and a toilet and other things.', 'A large whirlpool tub in the corner of a tiled bathroom', 'A white bathroom with all of the necessities.']",,
coco,263474,blip1,there is a toilet with a multicolored seat cover in a bathroom,"['A bathroom area with a toilet, trashcan and dresser.', 'A bathroom toilet seat lid is highly decorated.', 'The toilet seat cover is made up of many colors.', 'A toilet decorated with a colorful quilted top.', 'An ordinary bathroom with a toilet and trash bin.']",,
coco,533958,blip1,there is a white plate with a salad and an egg on it,"['A white plate topped with a fried egg next to a salad.', 'A plate with a green salad and an egg', 'A plate with an assortment of food including an egg and salad', 'Picture of a plate with a fried egg and a salad.', 'A plate of food with a fried egg and colorful vegetables.']",,
coco,502737,blip1,there is a man holding a chocolate doughnut with white icing on it,"['A person holding up a chocolate doughnut with a face drawn on it.', 'A man holding up what appears to be a chocolate desert.', 'A person holding up a tasty looking treat.', ""A person holding a cookie with icing that has one of it's arms bitten off."", 'A person holds an oddly shaped cookie in front of the camera.']",,
coco,436883,blip1,there is a green bus that is driving down the street,"['A green bus traveling down the street, in a city.', 'A small green bus on a busy road.', 'A green bus with signage on a city street.', 'A small public bus in a Hispanic country', 'The green bus is on a street with other traffic. ']",,
coco,441468,blip1,there is a red and black fire hydrant on the side of the street,"['A red fire hydrant sitting on the side of a road.', 'a fire hydrgen that is next to a street', 'A red fire hydrant on the right side of a road. ', 'A red fire hydrant is on a crosswalk intersection.', 'a red and black fire hydrant sitting next to a crosswalk']",,
coco,271402,blip1,there are two little girls standing next to each other on a scooter,"['two little girls in tennis uniforms standing next to a scooter', 'Two young girls with a tennis racket and a scooter.', 'Two little girls posing for a picture, on a tennis court.', 'Two young girls on a tennis court with a racquet and a scooter', 'Two cute girls with a scooter and tennis raquet.']",,
coco,382696,blip1,this is an image of a kitchen being remodeled with new appliances,"['A kitchen under construction with a trashcan and stove.', 'a kitchen with a fridge, a trash can and an oven', 'A KITCHEN UNDER REMODEL WITH WIRES HANGING AND A LARGE TRASH BARREL', 'A kitchen in the process of being remodeled with wiring hanging from the ceiling', 'There is a kitchen being built and appliances being put in']",,
coco,182021,blip1,there is a blurry image of a baseball player holding a bat,"['A man holding a baseball bat while standing on a baseball field.', 'a blurry photo of a baseball player holding a bat ', 'Blurry shot of batter and catcher in game of baseball.', 'A MAN IS HOLDING A BASE BALL BAT STANDING AT THE DIRT', 'a baseball player standing on a field holding a bat']",,
coco,376442,blip1,there is a teddy bear that is sitting on the toilet seat,"['A black plush toy sitting on the lid of a toilet.', 'A black stuffed animal sitting on top of a toilet in a bathroom stall with blue floor tile. ', 'a toilet with a teddy bear sitting on the seat .', 'There is a stuffed animal sitting on the toliet.', 'This is a stuffed animal on a toilet seat.']",,
coco,235784,blip1,there is a woman that is standing in the snow with skis,"['A women who is walking in the snow on skis.', 'a man wlaks down a snowy tundra field', 'A woman is standing in the middle of the snow with ski sticks as the sun rises in the background.', 'A woman hiking across snow covered ground with two ski poles.', 'a kid stands in the snow on his skiis']",,
coco,473121,blip1,there is a man that is skiing down a hill in the snow,"['A person leaning hard into a turn on a downhill ski course.', 'Man skiing down a turn on  an official ski slope.', 'A man riding skis down the slide of a snow covered slope.', 'A man in skis passing an orange flag on a snowy race course.', 'a person skiing on a snow covered snow bank.']",,
coco,511453,blip1,there is a pizza with french fries on it and a bottle of beer,"['A pizza with french fries on it on a table.', 'French fries on a pizza with a bottle of beer.', 'A prepared plate of food has pizza and french fries.', 'A pizza covered in french fries on top of a wooden table.', 'A plate with a pizza covered in french fries sits next to a beer. ']",,
coco,22479,blip1,there is a male skateboarder that is doing a trick in the air,"['The skateboarder wears headphones while jumping to grab his board.', 'A man on a skateboard performs a trick on a ramp', 'A man performs a jump on a skateboard at a skate park.', 'A person doing a trick on a skateboard', 'Skateboarder holding the bottom of his board in the air. ']",,
coco,282046,blip1,there is a blue bench sitting on the beach next to the ocean,"['A bench sitting on the beach near the ocean.', 'An empty beach with a blue bench on it.', 'A bench in the sand facing an empty beach.', 'A bench that is on the beach by the water.', 'A photo of a bench in the middle of the beach.']",,
coco,430377,blip1,there is a woman that is standing on skis in the snow,"['a lady that is on some skies on some snow', 'A woman standing on a  mountain with skis and poles.', 'A woman is standing in the snow wearing a pair of skis.', ""A woman on ski's standing in the snow."", 'A woman posing on skis with a ski lift in the background.']",,
coco,26204,blip1,there is a bus that is driving down the street in the city,"['A street filled with lots of traffic next to tall buildings.', 'Cars and a bus are stopped at an intersection.', 'many vehicles stopped on a city street ', 'A number of vehicles waiting at an intersection.', 'A group of cars waiting at an intersection for the light to change']",,
coco,80057,blip1,there is a teddy bear that is playing with toys on the floor,"['A brown teddy bear sitting at a table with colored pegs.', 'A teddy bear with a hammer next to a peg board toy.', 'A teddy bear sitting in front of toy wooden shapes.', ""A brown teddy bear sits by a child's toy."", 'A teddy bear is sitting near to a toy with pegs.']",,
coco,259854,blip1,there is a sign that says dress code on the side of the road,"['Two street signs are sitting on top of the pole', 'a couple of very large signs by a buliding', ""A sign letting drivers know that they can't stop on the curb. "", 'There is a billboard add on the side of the street.', 'A view of several billboards and two traffic signs on one pole. ']",,
coco,537241,blip1,there is a donut with icing on top of a piece of wax paper,"['A big thick tasty looking pastry with icing on it.', 'Cinnamon roll with icing on a square of wax paper.', 'A cinnamon roll with icing sitting on wax paper.', 'A doughnut with sprinkled sugar and icing on it.', 'a doughnut like pastry sitting on parchment paper']",,
coco,257624,blip1,there is a little girl that is standing next to a soccer ball,"['there is a young girl playing with soccer balls', 'A little girl standing in the grass with two soccer balls in front of her.', 'A young girl standing on top of a grass covered field.', 'a little girl is standing outside with a soccer ball', 'The young child is standing beside two soccer balls. ']",,
coco,198489,blip1,there is a little girl that is standing under a pink umbrella,"['Small girl reaching for her umbrella on a driveway.', 'a little girl grabbing for a pink umbrella ', 'a small child with an open umbrella on the ground', 'A little girl picking up an upside down umbrella by its handle.', 'A very young girl is about to grab and upside down umbrella. ']",,
coco,521282,blip1,yellow and white daffodils in a glass vase on a table,"['A vase filled with yellow and white flowers.', 'Flowers neatly arranged in a clear vase filled with water. ', 'Vase with a handle containing flowers sitting on table. ', 'A close up of a clear vase with flowers.', 'clear vase filled with white and yellow flowers with water']",,
coco,127263,blip1,there are two people jumping in the air to catch a frisbee,"['A couple of men playing a game of frisbee.', 'Two men on opposite teams jumping for a Frisbee.', 'Two men are reaching to catch a frisbee.', 'Two men playing a game of Frisbee in a field.', 'The men are playing a game of Frisbee on the grassy field,']",,
coco,533816,blip1,there are two women standing on a tennis court talking to each other,"['A couple of women standing on a tennis court around a man.', 'Two tennis players standing near the net talking to a woman.', 'a couple of tennis players on a tennis court', 'The people are standing and talking on the tennis court.', 'some people talking to a referee on a tennis court ']",,
coco,186296,blip1,there is a cat that is laying on the floor next to a shoe,"['Grey cat laying on a green floor near a sandel.', 'The grey and white cat is beside a rubber show.', 'A young cat on a mat with a flip flop shoe.', 'A small gray and white cat laying on the floor', 'White and grey kitten lying on a messy green carpet.']",,
coco,128372,blip1,there is a bus that is stopped at a bus stop,"['People loading onto a orange and silver metro bus.', 'people walking towards a parked bus on the street', 'a yellow white and black bus and some people ', 'A transit bus with its doors opened as passengers board.', 'People milling about a bus terminal getting ready to board.']",,
coco,118921,blip1,there is a woman that is skiing down a snowy hill,"['A woman riding skis down a snow covered slope.', 'A woman skiing down a snowy, tree-lined path.', 'a woman is wearing a pink and black jacket is sking', 'A woman on skis sliding down a snowy hill.', 'A woman skiing on a path by some trees.']",,
coco,25394,blip1,there is a man pouring a bottle of wine into a glass,"['Bartender opening a bottle of wine while patron waits patiently', 'A bartender opening a bottle with a rag.', 'Hey man that is opening up a bottle of wine.', 'A young man serving wine at a bar.', 'A bartender opens a wine bottle with a towel. ']",,
coco,451155,blip1,there is a person that is sitting on a bed with a laptop,"['A woman sitting in front of a laptop computer.', 'a woman sitting on the bed of a dark room with the laptop screen lighting on her face', 'there is a girl sitting in the dark using a computer', 'A woman with her laptop on a bed in a dark room.', 'a female sitting in a bed with the lights off working on a lap top computer']",,
coco,275392,blip1,there is a woman that is riding a horse in the grass,"['A person riding a brown horse with blonde hair in a green field.', 'Woman sitting ontop of a large brown and white horse.', 'A smiling woman is on a brown horse.', 'The child sits on the horse in the pasture.', 'A woman on a horse smiling in a green grass.']",,
coco,73118,blip1,there are two teddy bears sitting next to each other on the floor,"['Two brown teddy bears sitting side by side.', 'Two teddy bears sitting next to each other on a couch. ', 'Two stuffed brown teddy bears sitting next to a wall.', 'Two large identical teddy bears are piled against the wall.', 'Two stuffed teddy bears resting next to each other']",,
coco,433243,blip1,there are two zebras and a giraffe standing next to each other,"['a zebra and a giraffe stand next to each other.', 'A zebra and a giraffe eat some hay together.', 'Giraffe and a zebra standing side by side ', 'A giraffe and a zebra stand side by side as they eat.', 'A giraffe eats next to a zebra among some rocks.']",,
coco,350405,blip1,there is a man riding a snowboard down a snow covered slope,"['A snowboarder sailing down a snowy hillside on a mountain.', 'A man on a snowboard in the snow.', 'A man riding a snowboard down a ski slope.', 'A man is snowboarding past blue markers on a mountain.', 'A man snow boarding in the snow on a slope. ']",,
coco,347930,blip1,there is a dog that is sitting on a couch with a ball,"['A blue dog sitting on  a striped couch', 'A dog that is sitting on a couch.', 'A cool doggy sitting on the couch. ', 'A large brown dog sitting on top of a couch.', 'A dog is sitting on a couch with a ball and two cushions in back.']",,
coco,78420,blip1,there is a cat that is laying down next to a laptop,"['A brown and black cat laying on laptop next to a chair.', 'A cat is curled up next to a laptop computer.', 'A cat sleeping on the edge of a laptop computer. ', 'A cat curled up by the keyboard of a laptop.', 'Cat sleeping in front of a powered on laptop computer.']",,
coco,223955,blip1,there is a man that is standing in the grass with a frisbee,"['A man holding a red frisbee while standing on lush green field.', 'A person with long hair about to throw a frisbee', 'A guy playing in a big grassy field with a disc.', 'A man with long hair is throwing a Frisbee.', 'A person stretches to catch a red Frisbee.']",,
coco,418961,blip1,this is an image of a clock with a crown on top,"['Closeup of a decorative gold and grey clock.', 'A clock mounted to the side of a building.', 'A decorative clock has roman numerals on its face.', 'An large ornate wooden clock with golden accents.', 'A large ornate clock with gold colored trim']",,
coco,235399,blip1,there is a dog that is sitting in the back of a truck,"['a white dog is sitting in the back of a truck and a mattress', 'a moving truck with a dog sitting in the back', 'A dog sits on the back of a truck.', 'A dog laying in the back of a moving truck.', 'Bull dog sitting on a furniture pad in a truck.']",,
coco,322429,blip1,there are many different types of dishes and cups on this shelf,"['A wooden shelf filled with lots of glass pots and plates.', 'a cabinet with vases pots bowls cups and other china ', 'A cabinet with several different items that have price tags on them.', 'A shelf of antique pottery in an antique store ', 'a shelf that has a bunch of glass items on it']",,
coco,360951,blip1,there is a computer desk with a laptop and a monitor on it,"['A computer workstation with a laptop and a desktop computer.', 'A laptop next to a monitor, keyboard and mouse on a desk.', 'this si a desk with two computers on it', 'A desk top computer and a laptop sitting on a computer desk ', 'there is a lap top and a desk top on this table']",,
coco,31735,blip1,this is a living room with red walls and a blue couch,"['A red living room filled with furniture and two windows.', 'A living room painted red with black couches and coffee tables', 'A living room with red walls and dark furniture, with light streaming in two windows.', 'A view of a room that has two windows and a blue couch.', 'A modern living room with very unique furniture.']",,
coco,559543,blip1,there is a young girl standing in a living room holding a nintendo wii controller,"['A little girl in a pink shirt holding a game controller.', 'Girls stands in living room with microphone. ', 'A young girl with a video game controller in her hand.', 'A cute girl in pink is playing a video game.', 'A girl is playing a Wii videogame at Christmas time.']",,
coco,181859,blip1,there is a cat that is laying in a bathroom sink,"['A cute cat laying down in a sink.', 'A cat laying inside of a sink under a fixture.', 'A grey and white cat lays in a sink.', 'a cat sitting in the sink in the bathroom', 'A striped cat is laying on the sink and looking at the camera. ']",,
coco,545007,blip1,there is a statue of a woman holding a book on top of a clock tower,"['A clock tower with a statue on top of it', 'A statue holding a glass light stands atop an old clock.', 'A clock with a statue of a woman on top.', 'a statue is standing on top of a clock on a pole', 'A statue holding a lamp on top of a clock.']",,
coco,370486,blip1,there is a woman holding a colorful umbrella in front of a crowd,"['a woman holding a colorful striped umbrella ', 'Woman standing in a crowd holding a colorful umbrella. ', 'A girl stands with her umbrella in hand in a crowd. ', 'A young woman with a colorful umbrella stands near a crowd.', 'a person standing holding an open umbrella ']",,
coco,94614,blip1,there is a man riding skis down a snow covered slope,"['A person in a green jacket skiing down a slope', 'A man riding skis down the side of a snow covered ski slope.', 'A skier skis down a hill past a sparse evergreen.', 'A man is skiing in fresh powder past a tree.', 'a man skiing down a hill with a tree behind him ']",,
coco,416534,blip1,"there is a living room with a couch, chair, table, and television","['A room with table, chair, tv monitor and stand', 'A living room with wood floors, a couch, wooden chair bookshelves and coffee table.', 'A living room with hard wood flooring and two book shelves.', ""A very nicely decorated living room in someone's house. "", 'A ROCKING CHAIR HAS A PILLOW IN ITS SEAT']",,
coco,23023,blip1,there are two pieces of luggage sitting on the floor next to each other,"['Three pieces of luggage sitting on a floor in front of a curtain.', 'A collection of suitcases lined up in front of hotel curtains.', 'A piece of luggage is beside bags, one in plastic.', 'Duffel bag, plastic travel bag, and suitcase sit on carpet in front of drapes.', 'A suitcase as well as other types of luggage are propped up on a carpeted floor indoors.']",,
coco,384513,blip1,there is a horse pulling a carriage with a sign on it,"['a small horse is attached to a cart on the side of a road', 'a couple of donkeys are pulling a blue cart', 'a donkey standing by the road with the blue cart attached to it ', 'A donkey is pulling a blue cart with no passenger.', 'A donkey hooked up to a cart stands on a street. ']",,
coco,409268,blip1,there is a teddy bear laying on the ground with a hat on,"['A stuffed teddy bear covered in dirt on the ground.', 'a poor little teddy bear smashed and covered with dirt', 'A teddy bear lays partially covered with sand.', 'a brown teddy bear lying on sand with a hat', 'A teddy bear that has been buried in the sand.']",,
coco,424135,blip1,there is a large clock on the side of a building,"['Very complex design clock on the side of a building.', 'A statute built into the side of a building. ', 'A turquoise sign with numbers on a building.', 'An elaborate decoration hangs on the side of a tall building.', 'An intricate metal clock on the face of a building']",,
coco,534041,blip1,there is a woman feeding a child a hot dog at a table,"['a woman is feeding food to this small child', 'A woman feeds a toddler a hot dog while he holds a purple bottle.', 'A person feeding a little boy a hot dog as he sits at an iron table.', 'A woman feeding a little boy french fries at a restaurant. ', 'Mom has to help him eat his hot dog and bun.']",,
coco,192716,blip1,there is a stop sign with graffiti on it in front of a house,"['a street sign attached to a wooden pole', 'a stop sign has some graffiti on it ', 'Traffic sign with graffiti displayed near white building in urban area.', 'a stop sign a building cars bushes and trees', 'A red stop sign sitting in front of a tall palm tree.']",,
coco,429718,blip1,there is a train coming down the tracks with smoke coming out of it,"['A train with steam coming out is on the tracks.', 'An old style green train moving along train tracks.', 'An old- fashioned train rounds the corner on train tracks. ', 'Smoke is emanating from a train that is on a track that is curving.', 'A black and green train locomotive engine traveling along a railroad track.']",,
coco,23751,blip1,there is a statue of a boy and a girl flying a kite,"['A statue of a person holding an kite next to a child.', 'A statue of a boy and a girl flying a kite in front of a building.', 'A statue of a boy is holding a kite in his hand and standing next to a girl statue.', 'A statue of children flying a kite in front of a building.', 'A statue of two people flying a kite. ']",,
coco,270066,blip1,there is a motorcycle that is parked in front of a van,"['A motorcycle is parked near a puddle and a van.', 'A white and black motorcycle sits next to a van in a parking lot.', 'A white and black motorcycle sits in a parking spot. ', 'A white motorcycle sitting in front of a van.', 'A white motorcycle parked next to a sidewalk.']",,
