dataset,image_id,model,generated_caption,reference_captions,question,answers
coco,3501,gpt4v,"The image shows a bowl of food placed against a dark background. The bowl contains three main components:

1. White Rice: In one section of the bowl, there is a serving of fluffy, white rice. The grains appear well-cooked and slightly sticky, forming a neat mound.

2. Broccoli: Next to the rice, several pieces of vibrant green broccoli are placed. The broccoli is steamed, with a bright, fresh appearance, and the florets are compact and tightly clustered.

3.","['A bowl with rice, broccoli and a purple relish.', 'A plate of broccoli, rice, meat and other vegetables', 'A bean and corn mixture, rice, and broccoli on a plate', 'Looking down at a bowl of white rice, broccoli and a vegetable dish', 'The meal in the bowl has rice and broccoli in it.']",,
coco,189226,gpt4v,"The image features an urban street corner with several elements. In the foreground, a bright red fire hydrant stands prominently on a concrete sidewalk. The hydrant has a metallic, dome-shaped top.

To the left of the hydrant is a street with a yellow-painted curb edge separating it from the sidewalk. The road appears to be made of dark asphalt with some leaves and small debris scattered.

On the right side of the image is a building with a beige exterior wall that extends along the sidewalk. The","['A red and silver fire hydrant sitting on top of a sidewalk.', 'A fire hydrant outside a shop with graffiti.', 'A red fire hydrant on a curb near graffiti on a wall.', 'There is graffiti on the side of a building with a fire hydrant in the foreground.', 'A red fire hydrant is standing on a sidewalk.']",,
coco,43581,gpt4v,"The image features a close-up of a freshly baked pizza resting on a metallic tray placed on a dark-colored, glossy table. The pizza has a golden-brown crust and is covered with a variety of toppings including chunks of meat, possibly sausage, onions, and diced potatoes. The cheese is melted and slightly browned, with some herbs sprinkled on top, adding texture and color. In the background, there is a jar of red chili flakes, which could be used as a seasoning for the pizza. Nearby","['A restaurant table with a plate of vegetable pizza and garnishment', 'A small ham and pineapple pizza on a plate next to a spicy pepper shaker.', 'A small pizza sitting on a blue table.', 'a pizza on a plate on a table ', 'A whole freshly made pizza in a restaurant.']",,
coco,520832,gpt4v,"This black and white image features a street scene in front of a shop. The main focus is a store called ""James Smith & Sons,"" which is a well-known umbrella shop. The storefront has a large window showcasing a variety of umbrellas neatly displayed, standing upright. The style of the window and the signage below suggests a traditional or historic establishment.

In front of the shop, a person is walking along the sidewalk. They appear to be wearing a casual outfit with a light patterned shirt and carrying a shoulder","['AA man walks down a city street next to a shop window.', 'A person walking down a street in front of a building.', 'A person on a sidewalk walking past a store window.', 'THERE IS A WOMAN WALKING THE SIDE WALK', 'A person walking by a shop with umbrellas in the window.']",,
coco,297343,gpt4v,"The image shows a red, octagonal stop sign mounted on a wooden pole. The sign displays the word ""STOP"" in bold, white capital letters. The image is taken at an angle, making the stop sign appear tilted. The background consists of a light-colored wall with a small section of dark green carpet or grass visible at the bottom left corner. The photo captures an indoor setting with soft lighting, and the stop sign seems slightly out of place given the context.","['A stop sign has been placed upside-down in the grass beside a building. ', 'A stop sighn is propped up against the side of a building.', 'A red stop sign sitting on the floor next to a wall.', 'Road sigh on wooden pole shown upside down next to white wall.', 'A stop sign standing up against a wall.']",,
coco,462371,gpt4v,"The image is a black-and-white photograph capturing a celebratory event, likely a wedding reception. It features a group of six people gathered around a table, all appearing joyful and engaged in the celebration.

1. **Foreground and People**:
   - On the left, a smiling older man is observed in profile. 
   - Next to him is a woman wearing a hat, also smiling and looking at what seems to be a cake.
   - A young boy, with his back to the camera","['A group of people standing around a white cake.', 'A bunch of happy looking people by a cake.', 'Several people are gathered at a reception with appetizers.', 'A family gathering and they are celebrating with a cake.', 'A smiling group of people watching a married couple cut a wedding cake.']",,
coco,260266,gpt4v,"The image features a tall traffic signal pole positioned prominently in the foreground. It towers into the clear blue sky, and at its top, it holds a standard set of three traffic lights. The lights are not prominently illuminated in this shot, suggesting they are either off or it is daytime.

Below the main traffic lights, there's an additional set of smaller pedestrian signals attached to the pole. One of them displays a red hand, indicating that pedestrians should not cross.

In the background to the left, there is","['The traffic signal is at the intersection near a large building.', 'A street that has traffic lights that are very high up.', 'A few street lights on the side of the road.', 'A stop light in the middle of a small town. ', 'A street light on a street corner with cars driving on it. ']",,
coco,423123,gpt4v,"The image depicts two people interacting with an open mini refrigerator in a room. One person, a woman with her hair tied back, wearing a striped shirt and a black skirt, is leaning forward to look inside the fridge. She has a blue backpack slung over her shoulder and is holding a small object, possibly a camera or a flashlight. The other person, dressed in a camouflage uniform, is bent over and partially blocking the view of the fridge, also examining the contents. The interior of the fridge","['A woman bending over and looking inside of a mini fridge.', 'A young oerson is raiding a small fridge in their room.', 'two people bent over to look into a little fridge', ""Two people point at what's in a mini fridge. "", 'A woman is bent over next to a small refrigerator.']",,
coco,232684,gpt4v,"The image features a person sitting in a dimly lit room, focusing intently on a laptop. The low lighting emphasizes their concentration and the glow from the laptop screen illuminates their face and hands. The individual appears to be working or engaged with something on the screen, which casts a bright light in the otherwise dark environment. The rest of the room is barely visible, suggesting that the primary focus is the interaction between the person and their computer. The scene conveys a sense of focus and immersion, possibly","['A man works on his laptop in the dark. ', 'A man uses a laptop in an otherwise dark room.', 'A man working on his laptop in the dark.', 'Man looking at laptop playing video game in the dark', 'A person sitting next to a laptop in a dark room.']",,
coco,23937,gpt4v,"The image depicts a peaceful rural scene. In the foreground, there is a light-colored cow lying down on a lush, green grassy field. Its body is positioned to the left. To the right side of the image, a large tree trunk with some visible bark damage adds a sense of depth.

Beyond the cow, the background features more cows, mostly lying down in the grass, with a few of them being darker in color. The cows are scattered across the field, indicating a relaxed, grazing environment","['a small sheep is laying in a field', 'A white animal is in the short grass by a tree.', 'A grassy field with several cows laying down.', 'Several cows sitting out in the grass of a green pasture.', 'A young cow is resting in a grass field next to a tree.']",,
coco,499031,gpt4v,"The image captures three women smiling and standing in front of a textured orange wall. Behind them, a decorative fabric banner hangs, featuring the words ""CHIQUITA ANANA"" in colorful, cut-out letters, set on a blue patchwork background. The woman on the left is dressed in a black tank top and white knee-length shorts, with a colorful pattern on a hip bag. She stands casually with one arm resting on her hip. A bunch of bananas hangs on a hook above her shoulder","['A group of two women and an older woman between them.', 'The three women are posing for pictures. ', 'A group of women pose in front of a sign hanging on a building.', 'Three women are standing outside of Chiquita Banana.', 'Three women standing in front of a sign about bananas and a bunch of bananas.']",,
coco,304812,gpt4v,"The image depicts a serene beach scene during sunset. The foreground shows the sandy shoreline with soft, uneven patterns created by footprints and natural formations. A person is silhouetted against the vibrant backdrop, walking along the shore with a surfboard under one arm, suggesting they are either heading to or coming back from the water.

In the middle ground, gentle waves lap against the shore, reflecting the golden hues of the sun. The sun itself is low on the horizon, partially obscured by a mix of clouds","['A person walking across a beach next to the ocean.', 'The surfer is getting out of the water because the sun is setting. ', 'The sun shining down on a surfer on the beach.', 'a sunset at the beach during a cloudy day', 'A person carrying a surfboard on the beach at sunset.']",,
coco,99053,gpt4v,"The image shows a bowl of noodles placed on a blue tablecloth. The bowl is filled with thick udon noodles, chunks of beef, broccoli florets, and sliced mushrooms. The noodles and ingredients are coated in a glossy brown sauce, suggesting the presence of soy sauce or a similar dressing. A metal fork is sticking out of the bowl, indicating that the dish is ready to be eaten. The overall appearance of the dish suggests it is a savory, Asian-inspired stir-fry.","['A bowl of noodles, meat and broccoli with a fork.', 'A bowl of noodles, meat, broccoli and carrots in a sauce with a fork.', 'A bowl full of chinese food with a fork', 'A bowl of food that looks like worms and some greens.\n', 'A yellow and black bowl holding noodles, beef and broccoli.']",,
coco,117525,gpt4v,"The image features a person and a small dog in front of a decorated Christmas tree. The person, a bearded adult, is smiling and wearing a Santa hat, which is red with a fluffy white trim. They are also wearing glasses and a grayish-brown sweater. The dog, a small white breed with a black nose and perky ears, is held close by the person. The Christmas tree behind them is adorned with colorful ornaments, including red and gold baubles, candy canes,","['A man in front of a Christmas tree with his dog.', 'A man in a red Santa hat and a dog pose in front of a Christmas tree.', 'A man wearing a Santa hat holding a dog posing for a picture.', 'A bearded man in a Santa hat holding a small dog.', 'A man holding his dog stands in front of the tree. ']",,
coco,149568,gpt4v,"The image shows an outdoor scene at a dog park. In the foreground, there is a large, dark gray poodle with a well-groomed and fluffy coat. Its tail is bushy, and its posture is relaxed, facing away from the camera. 

A person stands nearby, wearing a white T-shirt and blue jeans. Their arms have visible tattoos, and they appear to be holding a red object. This person is engaged with another, smaller dog in the background. The smaller dog is","['The man plays on the beach with his two dogs, one of which is a black standard poodle.', 'A man and two dogs playing with an object.', 'A man and two dogs on the beach.', 'A person stands between two dogs on a beach, one of them holding a frisbee.', 'A dog and its owner playing Frisbee, in the dirt.']",,
coco,110638,gpt4v,"The image depicts a heartwarming scene featuring a small baby elephant sheltered between the legs of two adult elephants, likely its parents, in a sandy outdoor setting. The baby elephant, with its small trunk and floppy ears, appears to be nestled safely under the body of one adult elephant, which stands protectively over it. The adult elephants, with thick, wrinkled skin and large sturdy legs, create a sense of security and care around the calf. The sandy ground below is interspersed with a","['A couple of large elephants standing next to a baby elephant.', 'a small elephant walks underneath a big elephant ', 'A mother elephant with her baby elephant underneath her.', 'A baby elephant that is standing underneath an adult elephant. ', 'A baby elephant is walking under a larger elephant.']",,
coco,580197,gpt4v,"The image shows two men in formal attire, seated and facing each other. Both are wearing black tuxedos with white dress shirts and black bowties. They are engaged in a conversation or discussion. The person on the left is older, with light-colored hair, and is speaking or making a point to the other man. The background features a large, industrial-style column with metal rivets, suggesting the setting might be a sophisticated venue or event space. The overall atmosphere is formal and possibly part of a","['Two men in bow ties standing next to steel rafter.', 'Several men in suits talking together in a room.', 'An older man in a tuxedo standing next to a younger man in a tuxedo wearing glasses.', 'Two men wearing tuxedos glance at each other.', 'Older man in tuxedo sitting next to another younger man in tuxedo.']",,
coco,411665,gpt4v,"The image features a close-up view of a young kitten interacting with a circular mirror. The kitten, with predominantly gray and white fur, is seen from the side as it places its paw on the mirror, seemingly fascinated by its own reflection. Its reflection is visible, showing the kitten's face and the curious expression in its wide eyes. The background is blurred, keeping the focus on the kitten and the mirror. The image captures a moment of curiosity and innocence, highlighting the kitten's natural behavior as it","[""A cat playing with it's reflection in a mirror."", 'The kitten is pawing its own image while gazing into the hand mirror.', 'A cute cat is placing its paw on the mirror. ', 'A white and gray kitten pokes its paw at a mirror and looks at its reflection.', 'A kitten is looking into a mirror and touching the mirror with one paw.']",,
coco,324715,gpt4v,"The image shows a wooden table surface with several items arranged on it. In the center is a closed white laptop, which has a shiny apple logo. To the right, there are some credit card-sized pieces of paper with a few sheets of colored film or paper, possibly samples, along with a small Allen wrench. Next to these, there's a small roll of clear tape, which is partially used. At the bottom right, a pair of bright orange scissors is laid out with the blades slightly open.","['An apple computer is on a table with supplies.', 'A white Macintosh next to duct tape and red scissors.', 'A laptop computer sits near a roll of tape and a laptop computer.', 'A picture of a computer and some items on the table.', 'A laptop computer sits on a desk with scissors.']",,
coco,494759,gpt4v,"This image depicts a wide, open beach under a cloudy sky. Two people are at the center of the scene, standing on the sand with their backs to the viewer. They appear to be flying a kite together. The kite is vibrantly colored with a bright green body and purple and red accents, shaped a bit like a dragon. It has long red tails trailing behind it as it soars high in the sky. The two people are dressed in dark clothing, including jackets and rolled-up pants,","['Two people on a beach flying a kite in the air.', 'Two people on a beach flying a kite.', 'Two people fly a kite on a beach.', 'Two people are on a beach flying a kite.', 'Two people standing on a sandy beach flying a kite.']",,
coco,437331,gpt4v,"This image captures a dynamic scene of a surfer riding a wave. The surfer, wearing a yellow and black wetsuit, is performing an impressive move called an aerial. He is airborne above the crest of the wave, with the nose of his surfboard pointing almost vertically downwards. His body is slightly twisted to one side as he maneuvers the board. The wave is mid-break, creating a frothy white spray around him. The ocean water in the background is a mix of deep blues and","['a person riding a surf board on a wave', 'A person wearing a wetsuit riding a wave on a surfboard.', 'Male surfer demonstrating skills on small breaking wave.', 'A person on a surf board riding a wave.', 'man on surf board riding a wave of green and white']",,
coco,398237,gpt4v,"The image shows a toddler standing outdoors on an area covered with dry grass and patches of green. The child is facing slightly to the left and is holding onto a curved thin metal rod that extends from the ground. Attached to the rod are colorful fabric decorations, resembling fish and abstract shapes. 

To the left of the toddler, two large teardrop-shaped decorations hang down; one is bright pink with a black outline, and the other above it is purple with a similar black outline. Slightly behind","['A small child is holding onto lawn decorations.', 'A child with various yard decorations some of which look like fish.', 'Young child playing with several lawn type ornaments.', 'A baby is holding some poles in the middle of a grass field. ', 'A small child playing with some toys in a field.']",,
coco,574823,gpt4v,"The image depicts a baseball player standing on a grassy field. He is wearing a red jersey with a large number ""22"" on the back, along with gray pants. The player is holding a baseball glove and wears a black batting helmet. In the background, there is a baseball field with a dirt infield. Two other players, dressed in dark blue jerseys and white pants, are standing near a chain-link fence. The scene suggests a casual or amateur baseball game, possibly during practice or a local","['A baseball player standing on the field in uniform.', 'Baseball player preparing to put gloves on during a game. ', 'Baseball player looking to his left while other players stand and sit around talking.', 'The men are playing baseball in the field.', 'Baseball player number 22 holding batting gloves and wearing helmet']",,
coco,105912,gpt4v,"The image shows an outdoor scene in a mountainous area. In the foreground, there is a vibrant red fire hydrant situated on a sidewalk made of reddish-brown cobblestones. Behind the hydrant is a paved road or parking area where several people are present, engaging in various activities.

A group of people is gathered near a white tour bus with a red roof. Some individuals appear to be disembarking or interacting with others nearby. One person is bending over, possibly picking something up or tying","['A red fire hydrant sitting on a sidewalk.', 'a red fire hydrant on a red bricked sidewalk,', 'A hydrant is shown on the side of the walkway.', 'A WOMAN IS STANDIG ON THE PAVEMENT LOOKING ', 'A red fire hydrant is on the brick sidewalk.']",,
coco,93353,gpt4v,"The image shows a close-up of a hand holding a yellow, soft-looking bun that appears to be made of cornbread. Inside the bun, two small pink sausages are visible. The sausages have been partially sliced at the end to create an open flower-like appearance. The background suggests the setting is inside a moving train, as indicated by the blurred green scenery visible through the window. The interior of the train has rows of black seats. The overall lighting in the image suggests it might be","['A piece of bread with a hot dog in the middle is shown.', 'Two hot dogs are sandwiched between two slices of bread', 'Someone holding a hot dog cut in half on some bread.', 'A close up of a sliced hot dogs placed in a sandwich.', 'A partial sliced open piece of bread with some hotdogs in the middle']",,
coco,197022,gpt4v,"The image shows two homemade pizzas placed on wooden cutting boards. The top pizza is fully baked, featuring a crispy golden-brown crust. It is topped with black olives, green olives, slices of eggplant, and melted cheese. The toppings are evenly distributed across the savory, slightly bubbling surface.

In the foreground, another pizza is in the process of being prepared, but it is not yet baked. The dough is laid out and topped with a generous spread of tomato sauce. Over the sauce, there","['I want the pizza that has extra cheese on it.', 'A cooked pizza pie on a tray with another that is uncooked.', 'There is an image of man doing things on the table. \n', 'A pizza that is sitting on a wooden plank.', 'Two fresh pizzas with mushrooms and olives sitting on pizza paddles.']",,
coco,513181,gpt4v,"The image depicts a scenic waterfront area under a partly cloudy blue sky. In the foreground, there is a calm body of water. Close to the water’s edge, a sizable white and dark green boat or small ship is docked along a pier. The boat has multiple decks and appears to be a leisure or tour vessel.

Behind the boat, there is a row of light-colored, multi-story buildings with a series of windows. These buildings may house shops, restaurants, or offices and have an urban","['A ship sitting at port on the water front.', 'A boat in a harbor, next to a parking lot full of cars.', 'A boat can be seen at the edge of the water and a building is in the background.\n', 'The cruise ship is setting at the dock.', 'A cruise ship sits out in the water while a large grey building sits in background.']",,
coco,410510,gpt4v,"The image shows a young tennis player, dressed in a white outfit and a cap, engaged in a match on a tennis court. The player is in the middle of swinging a racket, poised to hit an incoming tennis ball that is in mid-air. The court is outdoors, with a surface painted in green and blue, and a demarcation line is visible near the player. In the background, there is a dark green fence with a banner featuring black and white images of other tennis players. The","['A boy playing tennis on a blue and green tennis court. ', 'a young boy playing tennis on a court', 'A young man playing tennis as seen from above.', 'The kid is playing a game of tennis on the court. ', 'A young boy on a tennis court prepares to hit a tennis ball with his racquet.']",,
coco,339870,gpt4v,"This nighttime scene includes several key elements illuminated by streetlights and other artificial lighting. The focal point is a church with a prominent white steeple rising into the dark sky. The building is brick with a facade partially obscured by a large, dark tree. To the left of the church, a white delivery truck is parked, partially visible behind another tree.

In the foreground, several utility poles are present with intersecting power lines stretching across the image. Traffic lights hang from the wires, displaying red","['A tall church tower sitting on the side of a road.', 'Street lights in night time in urban setting.', 'A night time street scene of a street light and church.', 'Some stoplights that have every light lit up.', 'A church steeple is shown amidst telephone wires and lights. ']",,
coco,314914,gpt4v,"The image shows a metal pole with several signs attached to it, situated in a landscaped area outside a building. The signs are primarily focused on parking regulations and prohibited activities.

1. **Top Sign**: 
   - **Color**: White background with black text.
   - **Content**: It reads ""Tow Away San Diego Business Ctr."" It states that unauthorized vehicles will be towed at the owner's expense, and it provides a contact number for the San Diego Police Department (SDPD","['A two sign sitting on the side of a road.', 'A group of signs on a pole on a city street.', 'Several signs attached to a post detail regulations related to parking and other issues.', 'The signs describe which rules will be enforced.', 'there are many different signs on the same street pole']",,
coco,27768,gpt4v,"The image shows a city bus from the side, identified as part of the ""Metropolitan Transit System."" The bus is primarily white with a red stripe along the bottom. The route number ""7"" and the destination ""Downtown"" are displayed on an electronic sign at the front. The bus has several windows, through which passengers are visible sitting inside. The bus door is closed, and the driver is visible through the front window. The bus is parked or moving along a city street, with a","['A bus which is part of the Metropolitan Transit System.', 'A large white and red bus driving on the street.', 'a red white and black bus some people and a building', 'Red and white bus parked next to a glass building. ', 'A white and red bus driving down a street.']",,
coco,440336,gpt4v,"The image depicts a group of five people energetically playing a game of ultimate frisbee on a grassy field. It appears to be either early evening or late afternoon, as the sky is rich with deepening blue hues and the sun is setting in the background, casting soft light across the scene.

In the foreground, two men are in motion, one on the left and one on the right, both dressed in casual sports attire and actively reaching for a white frisbee that is flying between them. The","['a group of people throwing around a freez be', 'A group of men and boys playing Frisbee. ', 'A group of four men standing on top of a lush green field.', 'Five guys with a white Frisbee in mid air.', 'A group of people in a field playing frisbee.']",,
coco,268375,gpt4v,"The image shows a group of five elephants standing together in what appears to be a zoo or a wildlife sanctuary. The scene includes four adult elephants and one baby elephant. They are gathered on a concrete platform with some rocks and sparse grass in the foreground. The baby elephant is positioned between two adults and slightly behind another, partially hidden by the legs of one of the larger elephants. 

The elephants have dusty gray skin, and their ears are large and slightly flopped forward. Their trunks hang downwards.","['A herd of gray elephants standing next to each other on a block of cement.', 'A baby elephant stands near to four larger adult elephants.', 'A group of elephants, including a baby elephant, gather at a wildlife exhibit.', 'A group of elephants contains a baby one.', 'A goup of elephants in an enclosed area with a lot of trees behind them.']",,
coco,187249,gpt4v,"The image shows a scene in a dimly lit room focused on a television screen. The TV, likely an old model, displays a close-up of two individuals in a dramatic moment. One person holds a knife near the other person's face, suggesting a tense or critical situation. The individuals have intense expressions, and the scene appears to be from a movie or TV show.

In the foreground on the right side, there is a bottle of Gerolsteiner mineral water. The bottle partially obscures the","[""A TV with a man and a woman on it's display."", 'Television showing a movie with one man threatening another with a razor blade.', 'A television set is on next to a bottle of water.', ""A tv on with a man holding a knife at a guy's head and a bottle of mineral water in the foreground "", 'A bottle of mineral water by a TV that is on.']",,
coco,389532,gpt4v,"The black-and-white image shows a person and two birds silhouetted against a backdrop of a cloudy sky. The scene is calm and serene. On the right side, a person stands on a high platform or roof, facing left, holding a smartphone or camera up to their face as if taking a picture. The person is dressed casually, wearing a hat, and seemingly looking out over the landscape. On the left side of the image, there's a tall metal pole with one bird perched on the top and","['silohette of a man against  the whiteness of the sky surrounding him', 'A man is standing up, taking a shot of the water, while a pigeon looks on. ', 'A man and a bird standing on top of a roof. ', 'A man standing on top of a structure under a cloudy sky.', 'The man is on the edge to take a picture.']",,
coco,445658,gpt4v,"This image portrays a well-used but tidy kitchen. The setup is L-shaped, with light wood cabinets and black countertops. The counters are filled with various kitchen items, indicating an active cooking environment.

To the left, there is a refrigerator adorned with magnets and a few visible items stuck on it. Next to the fridge is a standard oven with a black door and a white bottom drawer. A green towel hangs over the oven handle, adding a pop of color. Above the oven, there is a range","['A family kitchen cluttered with items on the counters', 'A kitchen filled with a stove top oven and a dishwasher.', 'A kitchen area features a white refrigerator a stove and other appliances and brown cabinets.', 'A kitchen counter is cluttered with cooking supplies. ', 'A kitchen has a lot of brown cabinets.']",,
coco,295478,gpt4v,"The image depicts a woman walking outdoors on a paved pathway. She has long, dark hair pulled back into a ponytail and is wearing sunglasses. Her outfit consists of a black, strapless top and blue, flared jeans. She has various tattoos visible on her arms. The woman is listening to music through earphones, which are connected to a device she carries in her hand. A light-colored, small dog on a leash is walking beside her. The dog appears fluffy and is looking forward as","['A woman walking a small white dog down a street.', 'A woman is walking with a dog trailing behind her on a leash. ', 'Woman walking a small white dog behind her. ', 'A woman in a halter top and bellbottoms is walking her dog.', 'A woman with headphones in walking her white dog.']",,
coco,572555,gpt4v,"The image shows a passenger train moving along a railway track at a station. The train is primarily red and yellow at the front, with a sleek design featuring large windows at the driver's cabin. The rest of the train cars, extending towards the background, are painted in red and gray with branding visible. The railway station platform is visible on the right side, bordered by a yellow safety line. Overhead, there are numerous train lines and signal equipment. The sky is clear, and the scene is well","['A red, yellow and silver train traveling down train tracks.', 'A yellow and red train stopped at a station.', 'A long train is going down the train tracks.', 'A modern, electric commuter train coming in to the station', 'A contemporary light-rail train seen from the front is stopped in a station.']",,
coco,521819,gpt4v,"The image depicts a group of people engaged in a lively game of frisbee in a grassy park. There are nine individuals in total, consisting of men and women, casually dressed in t-shirts, pants, shorts, and a few wearing jackets or long-sleeved shirts, suggesting mild weather. The main action centers around the frisbee, which is airborne, and several of the players have their arms raised and are actively reaching or jumping to catch it. 

In the background, there are tall trees","['A group of kids play on a grassy area and lift their arms up as a Frisbee is just above their heads.', 'A picture of some people playing with a frisbee.', 'a group of people are playing frisbee in a park', 'Several people on a field reaching for a frisbee', 'A group of youngsters contend for a frisbee in a park-like setting.']",,
coco,172330,gpt4v,"The image depicts a parking area with several cars lined up. There are three visible cars, primarily black and gray in color, parked on a paved surface. The focus of the image is a medium-sized cat, with a short coat that is primarily gray on its back and white on its underside. The cat is standing on a grassy strip adjacent to the parking spaces, looking to the left side of the frame. It is wearing a collar, suggesting it is a pet. The background includes part of a","['A cat in between two cars in a parking lot.', 'A cat stands between two parked cars on a grassy sidewalk. ', 'A cat at attention between two parked cars.', 'A grey and white cat watches from between parked cars.', 'A grey and white cat standing in the grass in a parking lot. ']",,
coco,329455,gpt4v,"The image features a large rectangular pepperoni pizza placed on a wooden serving board that covers almost the entire surface of a wooden dining table. The pizza is generously topped with pepperoni slices, with some cheese visible beneath them. The crust appears to be slightly browned. Surrounding the pizza are four white plates, each positioned at one edge of the table, implying seating for four people. There are three visible people seated around the table, although their faces and upper bodies are mostly out of frame. One person","['A very large pizza on a wooden table .', 'A giant pizza sitting on top of a large cutting board.', 'a cutting board covered with a big pepperoni pizza ', 'A square-shaped pizza on a wooden board near white plates.', 'Some people sitting at a table with a large oval shaped pizza.']",,
coco,300233,gpt4v,"The image is a neatly arranged overhead view of ingredients and equipment commonly used for making pesto sauce, set against a gray countertop.

Starting from the top left, there is a portion of a silver blender or food processor with visible black buttons. Next to it, there are two small, white, elongated dishes. The first one contains pine nuts, small, oval, and beige. The second dish holds minced garlic, showcasing finely chopped, creamy white pieces.

Below these dishes is a square black bowl filled with","['The ingredients are on the kitchen counter next to the blender.', 'ingredients placed on a table for a dish.', 'A pile of different ingredients sitting next to a  metal blender.', 'A close up of a bowl of uncooked rice and a jar of oil.', 'A table with a blender, oil and several seasonings. ']",,
coco,345027,gpt4v,"The image depicts a serene beach scene. In the foreground, there is a sandy area with a paved path where a black scooter is parked. To the left, a small, white wooden building with round windows stands out. It resembles a lifeguard station or a beach utility shed. Beside this building, a small black utility vehicle is parked.

Beyond the building, a row of sailboats with tall, slender masts is lined up on the sand, suggesting a popular spot for water activities.","['A scooter and tiny truck at a beach dry dock.', 'A beach dock area lined with boats, and a small shack with a scooter and small cart near it.', 'A moped and utility truck next to a small building.', 'There so many boats, car and scooter at the beach', 'A vehicle and a motor bike on the beach.']",,
coco,158660,gpt4v,"The image shows a section of a cafeteria-style counter with fruit displayed in two white bowls. 

On the left, there is a bowl containing several yellow bananas. In front of this bowl, a small sign reads ""banana"" with a price of 69 cents and a calorie count of 121.

On the right, there is another bowl containing three shiny red apples. In front of this bowl, a sign reads ""greenmarket apple"" with a price of 92 cents and a calorie count of","['Bowls of bananas and apples for sale in a cafe', 'bananas and apples sitting next to each other on a counter', 'A bowl of bananas next to a bowl of apples on a counter.', 'White bowls of healthy fresh fruit on a counter. ', 'a bowl of bananas and a bowl of apples in a kitchen']",,
coco,549674,gpt4v,"The image depicts a workspace featuring two computer monitors situated on a wooden desk. The monitor on the left displays the desktop interface of a computer, showing a digital image of the workspace itself in a recursive manner (an image within an image). The screen's contents are blurred slightly, but it's evident that the main view is of the keyboard and monitors.

To the right, the second monitor displays text lines, which appear to be computer code or a script, alongside an image of a scenic view featuring a dock","['Two computer monitors are turned on on a computer desk.', 'Computer with two screens showing both screens and the keyboard.', 'A computer on a desk with two monitors ', 'Two computer monitors behind a keyboard and mouse.', 'A computer desk topped with a laptop computer with two monitors.']",,
coco,16010,gpt4v,"The image depicts a zoo-like setting on a bright, partly cloudy day. In the foreground, two zebras graze peacefully on a grassy field. These zebras exhibit the characteristic black and white stripes. 

To the left, a group of rhinos can be seen, with two of them standing closer to the zebras and another smaller one further back. They all appear to be leisurely moving or grazing. The terrain is mostly flat with scattered rocks and patches of dry, brown earth amidst the grass","['An outdoor area with many animals inluding a zebra and a rhinoceros.  ', 'Some Zebras and cattle are standing together, some eating. ', 'A bunch of zebras playing on a grassy field.', 'African animals placidly grazing in a park enclosure.', 'two zebras grazing while a hippo looks at them and some oxen in the background']",,
coco,210273,gpt4v,"The image shows a busy urban road scene with several lanes of traffic moving in both directions. The primary vehicles on the road are various types of buses, predominantly colored in green. These buses are interspersed with a mix of cars, including sedans and compact vehicles, which are mostly in neutral colors like black, white, and silver. 

The road is divided into multiple lanes, and traffic is relatively heavy. A few buses are prominently visible in the foreground, with their large size and distinctive green","['Buses and cars on interstate going both ways. ', 'A highway filled with lots of traffic and buses.', 'A lot of cars are causing a traffic jam.', 'a bunch of vehicles are coming down the road', 'A highway of traffic with several transit buses riding down it.']",,
coco,381971,gpt4v,"The image depicts a lively urban scene featuring a horse-drawn carriage on a city street. The carriage is white with decorative red accents and is being pulled by a large brown horse. A man dressed casually in a jacket and jeans is seated at the front, holding the reins, and appears to be the driver. Behind him in the carriage are several passengers, likely tourists, seated comfortably and enjoying the ride.

The background shows a variety of elements that add context to the scene. High-rise buildings with dark","['A horse drawn carriage is near a fire hydrant by a curb.', 'A horse and carriage with people riding in it.', 'a brown horse carrying people behind on the street', 'A horse pulling a wagon behind itself near a fire hydrant.', 'A horse drawn carriage in a city stopped for a break.']",,
coco,205333,gpt4v,"The image shows a panoramic view of a snowy mountain landscape, likely part of a ski resort. In the foreground, two people are standing on a slope covered in snow. The person on the left is dressed in ski gear, wearing a purple jacket and black pants with a white helmet. They are facing downhill, standing still, possibly preparing to ski.

The person on the right is also in ski gear, wearing a black jacket and blue pants with bright orange skis. They appear to be looking out over","['A pair of skiers on the top of a ski slope with clouds and large mountain in the background.', 'A couple skiers on a snowy mountain side', 'Two people on skies on a snowy mountain slope.', 'A majestic scene of a snow capped mountain with skiers.', 'Two people on a snowy mountain in skis,']",,
coco,268729,gpt4v,"The image depicts a zoo scene with several animals and a backdrop of trees. In the foreground, there are four zebras with distinctive black and white stripes standing on a stepped, sandy surface. The zebras are grouped together, facing different directions.

Behind the zebras, a tall giraffe stands, with its long neck and spotted coat visible above the enclosure barrier. To the left, a small herd of antelopes with light brown coats and slightly curved horns are also part of the background.

The","['A grouping of zebras in a pen next to a giraffe.', ""Four zebras in some park during the day when it's sunny."", 'People viewing an outdoor zoo area with zebras and giraffe.', 'Four zebra stand near the steps made of stone.', 'Zebras, wildebeests, and a giraffe stand in a zoo enclosure.']",,
